drug_code,code_status,약품명,opening_qty,in_qty,used_qty,disposal_qty,return_qty,current_qty
,NOCODE,써스펜8시간이알서방정650mg,0,0,0,0,0,0
CLMC100,CODE,쎄레민캡슐100mg,0,0,0,0,0,0
,NOCODE,쎄레브렉스캡슐100mg,0,0,0,0,0,0
,NOCODE,쎄레브렉스캡슐100mg/코드변경,0,0,0,0,0,0
,NOCODE,쎄로티핀정25mg,0,0,0,0,0,0
CIRT160,CODE,씨르탄정160mg,417,0,0,0,0,417
CIRT80,CODE,씨르탄정80mg,333.5,0,0,0,0,333.5
CRTMP125,CODE,씨르텔미플러스정40/12.5mg,30,0,0,0,0,30
CMGMLXC75,CODE,씨엠지멜록시캄캡슐7.5mg,0,0,0,0,0,0
CMFN5,CODE,씨엠피나정5mg,0,0,0,0,0,0
,NOCODE,씨제이크레메진세립2g,0,0,0,0,0,0
,NOCODE,씨투스정50mg,0,0,0,0,0,0
CTLX100,CODE,씨트렉스캡슐100mg,236,0,0,0,0,236
CTLX200,CODE,씨트렉스캡슐200mg,824,0,0,0,0,824
CTRC150,CODE,씨트리카캡슐150mg,461,0,0,0,0,461
CTRC75,CODE,씨트리카캡슐75mg,694,0,0,0,0,694
CP5,CODE,씨펜정,836,0,0,0,0,836
SSYNROD25,CODE,씬지로이드정0.025mg,0,0,0,0,0,0
SYNRID15,CODE,씬지로이드정0.15mg,891,0,0,0,0,891
SYNSRID,CODE,씬지로이드정0.1mg,936.75,0,0,0,0,936.75
STRX125,CODE,씬지록신정125μg,230,0,0,0,0,230
STRX25,CODE,씬지록신정25μg,745,0,0,0,0,745
SSYNYRXN8,CODE,씬지록신정88μg,580,0,0,0,0,580
,NOCODE,아가메이트현탁액,0,0,0,0,0,0
ARGOTIN,CODE,아고틴정25mg,56,0,0,0,0,56
AGIO,CODE,아기오과립6g,222,0,0,0,0,222
ANDSC05,CODE,아나딘연질캡슐0.5mg,203,0,0,0,0,203
ANRX,CODE,아노렉스캡슐25mg,612,0,0,0,0,612
ADLT,CODE,아달라트오로스정30mg,2751.5,0,0,0,0,2751.5
ADPM1,CODE,아디팜정,1900,0,0,0,0,1900
ARAVA2,CODE,아라바정20g,0,0,0,0,0,0
ARNAM,CODE,아로나민골드정,0,0,0,0,0,0
ARNMCARE,CODE,아로나민케어싸이정,283,0,0,0,0,283
SARBST,CODE,아로베스트정,0,0,0,0,0,0
,NOCODE,아록솔정,0,0,0,0,0,0
,NOCODE,아리피졸정2mg,0,0,0,0,0,0
AMRAM500,CODE,아마리아엠정2/500mg,0,0,0,0,0,0
AMRT2,CODE,아마리아정,0,0,0,0,0,0
AMR4,CODE,아마릴정4mg,0,0,0,0,0,0
AMDP,CODE,아모디핀정5mg,0,0,0,0,0,0
,NOCODE,아목클정625mg,0,0,0,0,0,0
AVLX,CODE,아벨록스정400mg,0,0,0,0,0,0
AVDT,CODE,아보다트연질캅셀,0,0,0,0,0,0
,NOCODE,아서틸아르기닌정10mg,0,0,0,0,0,0
ACERANO,CODE,아세라노세미정,0,0,0,0,0,0
,NOCODE,아세브로캡슐100mg,0,0,0,0,0,0
,NOCODE,아세티론정100mg,0,0,0,0,0,0
ACTC,CODE,아세틸캡슐,0,0,0,0,0,0
ACELEX2,CODE,아셀렉스정2mg,0,0,0,0,0,0
ACYCLIZ,CODE,아시클리즈정,0,0,0,0,0,0
IRCD5,CODE,아이알코돈정5mg ★,67,0,0,0,0,67
AJTT,CODE,아제타정,235,0,0,0,0,235
,NOCODE,아젤라정1mg/부광아젭팁으로변경,0,0,0,0,0,0
,NOCODE,아젤블럭정16mg,0,0,0,0,0,0
,NOCODE,아질렉트정1mg,0,0,0,0,0,0
SACFN,CODE,아클펜정100mg,-305,0,0,0,0,-305
ATRX10,CODE,아토릭스정10mg,2712,0,0,0,0,2712
ATRX20,CODE,아토릭스정20mg,152,0,0,0,0,152
ATS40,CODE,아토산정40mg,458,0,0,0,0,458
ATS10,CODE,아토센정10mg,0,0,0,0,0,0
ATS20,CODE,아토센정20mg,0,0,0,0,0,0
ATLC,CODE,아트놀셋정,0,0,0,0,0,0
,NOCODE,아트렌캡슐50mg,0,0,0,0,0,0
ATV,CODE,아티반정1mg,194,0,0,0,0,194
AGTT25,CODE,알기텍트액25mL,200,0,0,0,0,200
,NOCODE,알도스텐캡슐300mg,0,0,0,0,0,0
,NOCODE,알드렌정70mg,0,0,0,0,0,0
ADRSU,CODE,알드린1g,406,0,0,0,0,406
ALEN70,CODE,알레네정70mg,18,0,0,0,0,18
ALLK,CODE,알레락정5mg,0,0,0,0,0,0
ARVT,CODE,알레버트정20/40mg,0,0,0,0,0,0
SALDRO7,CODE,알렌드로정70mg,0,0,0,0,0,0
SALMARL1,CODE,알말정10mg,318,0,0,0,0,318
SAMR5,CODE,알말정5mg,0,0,0,0,0,0
,NOCODE,알츠코린시럽10ml,0,0,0,0,0,0
,NOCODE,알코텔정500mg,0,0,0,0,0,0
ATS480,CODE,알티스정480mg,105,0,0,0,0,105
,NOCODE,알파칼연질캡슐,0,0,0,0,0,0
APR2,CODE,알프람정0.25mg,380,0,0,0,0,380
,NOCODE,알프람정0.5mg,0,0,0,0,0,0
ABRT30,CODE,암브렉트정,0,0,0,0,0,0
SANTLTRPL,CODE,애니탈정,2031,0,0,0,0,2031
,NOCODE,액시마정,0,0,0,0,0,0
ACPS,CODE,액토피스정,967,0,0,0,0,967
ACTPD,CODE,액티피드정,66,0,0,0,0,66
,NOCODE,에나폰정10mg,0,0,0,0,0,0
,NOCODE,에나폰정5mg,0,0,0,0,0,0
,NOCODE,에도날캡슐/알도스텐캡슐->에도날,0,0,0,0,0,0
,NOCODE,에란탄지속정60mg/엘탄정으로변경,0,0,0,0,0,0
,NOCODE,에리손정/에페리손엔티정대체,0,0,0,0,0,0
EVPR,CODE,에보프림연질캡슐,0,0,0,0,0,0
SESSON,CODE,에손정,0,0,0,0,0,0
,NOCODE,에스로핀정2.5mg,0,0,0,0,0,0
SLOPINE,CODE,에스로핀정2.5mg,1205,0,0,0,0,1205
ESCT5,CODE,에스시탐정5mg,0,0,0,0,0,0
SALM25,CODE,에스암로민정2.5mg,0,0,0,0,0,0
SOM40,CODE,에스오엠정40mg,0,0,0,0,0,0
ESTT,CODE,에스텔정,243,0,0,0,0,243
,NOCODE,에이자트씨알정25mg,0,0,0,0,0,0
,NOCODE,에제로수10/20mg,0,0,0,0,0,0
,NOCODE,에제로수정10/10mg,0,0,0,0,0,0
,NOCODE,에제로수정10/5mg,0,0,0,0,0,0
,NOCODE,에퀴피나필름코팅정50mg,0,0,0,0,0,0
EQM100,CODE,에큐민정100mg,2688,0,0,0,0,2688
EQUMIN25,CODE,에큐민정25mg,2138,0,0,0,0,2138
ETRV1,CODE,에트라빌10mg,0,0,0,0,0,0
EPRT,CODE,에페론정,2051,0,0,0,0,2051
,NOCODE,에페리손엔티정,0,0,0,0,0,0
SEPL20,CODE,에필람정,1508,0,0,0,0,1508
,NOCODE,에필렙톨씨알정200mg,0,0,0,0,0,0
,NOCODE,엑스핀탄정5/160mg,0,0,0,0,0,0
,NOCODE,엑스핀탄정5/80mg,0,0,0,0,0,0
,NOCODE,엔유린오디프스산0.2mg,0,0,0,0,0,0
ETL15,CODE,엔테론정150mg,693,0,0,0,0,693
ETRST50,CODE,엔트레스토필름코팅정50mg,95,0,0,0,0,95
,NOCODE,엔티시캄캡슐7.5mg,0,0,0,0,0,0
NPFG160,CODE,엔피포지정5/160mg,0,0,0,0,0,0
NPFG80,CODE,엔피포지정5/80mg,0,0,0,0,0,0
EDIC,CODE,엘다인캡슐,0,0,0,0,0,0
ELT20,CODE,엘로톤정20mg,1241,0,0,0,0,1241
SELQS2.5,CODE,엘리퀴스정2.5mg,0,0,0,0,0,0
ELQUS5,CODE,엘리퀴스정5mg,0,0,0,0,0,0
ELXB25,CODE,엘릭사반정2.5mg,1013,0,0,0,0,1013
ELXB5,CODE,엘릭사반정5mg,631,0,0,0,0,631
,NOCODE,엘칸액100,0,0,0,0,0,0
ETSR30,CODE,엘탄서방정30mg,97,0,0,0,0,97
ETSR60,CODE,엘탄서방정60mg,1910.5,0,0,0,0,1910.5
M-COB,CODE,엠코발500μg캡슐,1021,0,0,0,0,1021
EMPA10,CODE,엠파앙정10mg,429,0,0,0,0,429
EMPA25,CODE,엠파앙정25mg,98,0,0,0,0,98
SSASPNYG10,CODE,영진아스피린장용정100mg,383,0,0,0,0,383
SKLKRI50,CODE,영풍칼리크레인정50단위,100,0,0,0,0,100
ORFSR,CODE,오르필서방정300mg/23.6.20입고,0,0,0,0,0,0
ORFILSTR15,CODE,오르필시럽150ml,4131.1,0,0,0,0,4131.1
SOMARONSC,CODE,오마론연질캡슐,0,0,0,0,0,0
OMPR,CODE,오마프론정,284,0,0,0,0,284
OMDC,CODE,오메딘캡슐,0,0,0,0,0,0
AUSNE,CODE,오스네콜정,2939,0,0,0,0,2939
ASLT,CODE,오스렌정,0,0,0,0,0,0
AKDF,CODE,오코디핀정,0,0,0,0,0,0
,NOCODE,오페나딘서방정50mg,0,0,0,0,0,0
OPRZ,CODE,오프라졸캡슐,0,0,0,0,0,0
OGTS5,CODE,온젠티스캡슐50mg,0,0,0,0,0,0
,NOCODE,올라핀정10mg,0,0,0,0,0,0
,NOCODE,올라핀정5mg,0,0,0,0,0,0
OLOST5,CODE,올로스틴정5mg,300,0,0,0,0,300
OLMTP,CODE,올메텍플러스정20/12.5mg,0,0,0,0,0,0
OLMEC4,CODE,올멕정40mg,45.25,0,0,0,0,45.25
URS1,CODE,우루사정100mg,2704,0,0,0,0,2704
URS2,CODE,우루사정200mg,1558,0,0,0,0,1558
UTRCER,CODE,울트라셋이알서방정,0,0,0,0,0,0
WBTR3,CODE,웰부트린엑스엘정300mg,51,0,0,0,0,51
,NOCODE,유니콜린정/콜리날정/으로 변경,0,0,0,0,0,0
,NOCODE,유니펜틴캡슐300mg,0,0,0,0,0,0
URVX,CODE,유로박솜캡슐,626,0,0,0,0,626
SURCTRKSR,CODE,유로시트라케이10mEq서방정,98,0,0,0,0,98
URO-Q,CODE,유로큐서방정4mg,108,0,0,0,0,108
,NOCODE,유리텍정,0,0,0,0,0,0
,NOCODE,유리토스정0.1mg,0,0,0,0,0,0
URFN10,CODE,유리페나정10mg,0,0,0,0,0,0
URFN5,CODE,유리페나정5mg,0,0,0,0,0,0
YCLD25/8,CODE,유크리드정250/80mg,378,0,0,0,0,378
UTNC,CODE,유타날캡슐,1679,0,0,0,0,1679
UT16,CODE,유턴정16mg,788,0,0,0,0,788
UPVR,CODE,유피베린정,300,0,0,0,0,300
MDKDX,CODE,유한덱사메타손정0.5mg,516,0,0,0,0,516
SMTTRXTYH,CODE,유한메토트렉세이트정2.5mg,0,0,0,0,0,0
,NOCODE,유한메트포르민서방정500mg,0,0,0,0,0,0
YHMTFR85,CODE,유한메트포르민염산염정850mg,175,0,0,0,0,175
,NOCODE,유한짓정,0,0,0,0,0,0
,NOCODE,유한프레가발린서방정150mg,0,0,0,0,0,0
,NOCODE,이달비정80mg,0,0,0,0,0,0
ABRX,CODE,이든암브록솔염산염정,3286,0,0,0,0,3286
,NOCODE,이리보정5μg,0,0,0,0,0,0
IMT,CODE,이모튼캡슐300mg,0,0,0,0,0,0
IMMUTHERA5,CODE,이무테라정,0,0,0,0,0,0
IBDR150,CODE,이반드렌정150mg,4,0,0,0,0,4
IBR,CODE,이베라정150mg,0,0,0,0,0,0
SIRBETE15,CODE,이베텔정,231,0,0,0,0,231
ISOT,CODE,이소탄정,378,0,0,0,0,378
EZETROL1,CODE,이지트롤정,399,0,0,0,0,399
ICS300,CODE,이코사연질캡슐300mg,0,0,0,0,0,0
RSVSTT10,CODE,이텍스로수바스타틴칼슘정10mg,0,0,0,0,0,0
ETXRSV20,CODE,이텍스로수바스타틴칼슘정20mg,0,0,0,0,0,0
ETEX5,CODE,이텍스로수바스타틴칼슘정5mg,0,0,0,0,0,0
,NOCODE,이텍스아스피린장용정100mg,0,0,0,0,0,0
ITRA1,CODE,이트라정100mg,60,0,0,0,0,60
ITIMIN,CODE,이티민정80mg,1958,0,0,0,0,1958
IPRAM,CODE,이프람정10mg,1002,0,0,0,0,1002
IPRAM5,CODE,이프람정5mg,1071,0,0,0,0,1071
INDN1,CODE,인데놀정10mg,1014,0,0,0,0,1014
INDN4,CODE,인데놀정40mg,807,0,0,0,0,807
SIVGER3,CODE,인베가서방정3mg,26,0,0,0,0,26
ISDT,CODE,인사돌정,470,0,0,0,0,470
IDOULGUTC,CODE,일동울굿캡슐,0,0,0,0,0,0
DXUIS,CODE,일성독시움정,0,0,0,0,0,0
ISOP80,CODE,일성이솦틴정80mg,462,0,0,0,0,462
JUMT5/5,CODE,자누메트서방정50/500mg,0,0,0,0,0,0
JUVI,CODE,자누비아정100mg,0,0,0,0,0,0
JNST500,CODE,자누스틴메트정50/500mg,200,0,0,0,0,200
JANUST100,CODE,자누스틴정100mg,413.25,0,0,0,0,413.25
,NOCODE,자니딥정/24.02.16,0,0,0,0,0,0
ZNDP10,CODE,자니딥정10mg,497,0,0,0,0,497
SJARDIAN1,CODE,자디앙정10mg,0,0,0,0,0,0
JADT25,CODE,자디앙정25mg,0,0,0,0,0,0
XRT15,CODE,자렐토정15mg,0,0,0,0,0,0
XRT2,CODE,자렐토정20mg,0,0,0,0,0,0
ZYLR,CODE,자이로릭정,301,0,0,0,0,301
GNOCDSRT8,CODE,제뉴원칸데사르탄정8mg,120,0,0,0,0,120
ZEMIGLO,CODE,제미글로정50mg,211,0,0,0,0,211
JRHYDRO10,CODE,제이알히드로코르티손정10mg,0,0,0,0,0,0
ZOYLEX20,CODE,조이렉스정,0,0,0,0,0,0
,NOCODE,조피린장용정,0,0,0,0,0,0
ZOLM,CODE,졸민정0.125mg,575.75,0,0,0,0,575.75
ZPD,CODE,졸피드정10mg,227,0,0,0,0,227
,NOCODE,지스로맥스정250mg,0,0,0,0,0,0
GNXT80,CODE,진넥신정80mg,0,0,0,0,0,0
,NOCODE,진코멕신정120mg,0,0,0,0,0,0
THOSTHR,CODE,치오스타에이치알정600mg,0,0,0,0,0,0
KANARB,CODE,카나브정120mg,94,0,0,0,0,94
KNRB6,CODE,카나브정60mg,1609,0,0,0,0,1609
,NOCODE,카두라엑스엘서방정4mg,0,0,0,0,0,0
,NOCODE,카르디날정12.5mg,0,0,0,0,0,0
CRVT125,CODE,카르베타정12.5mg,150,0,0,0,0,150
CRVT25,CODE,카르베타정25mg,90,0,0,0,0,90
CVN1,CODE,카베날정12.5mg,0,0,0,0,0,0
CVN2,CODE,카베날정25mg,0,0,0,0,0,0
,NOCODE,카비드츄어블정,0,0,0,0,0,0
CAPRL,CODE,카프릴정25mg,93,0,0,0,0,93
CDRT16,CODE,칸데르탄정16mg,0,0,0,0,0,0
CDRT8,CODE,칸데르탄정8mg,0,0,0,0,0,0
CDAL16/10,CODE,칸데암로정16/10mg,0,0,0,0,0,0
,NOCODE,칸타칸정16mg,0,0,0,0,0,0
,NOCODE,칸타칸정8mg,0,0,0,0,0,0
,NOCODE,칼론정,0,0,0,0,0,0
CFO,CODE,칼페온정,718,0,0,0,0,718
,NOCODE,캘코트정6mg,0,0,0,0,0,0
KLOW,CODE,케이로우현탁액20mL,230,0,0,0,0,230
KMRM500,CODE,케이마릴엠정2/500mg,60,0,0,0,0,60
KMTSR,CODE,케이메트서방정,326,0,0,0,0,326
KBSTZ100,CODE,케이비스타졸서방캡슐100mg,216,0,0,0,0,216
SK-CAB,CODE,케이캡정50mg,1775,0,0,0,0,1775
K-CT,CODE,케이콘틴서방정,1228,0,0,0,0,1228
,NOCODE,케프라엑스알서방정500mg,0,0,0,0,0,0
,NOCODE,코니솔론정4mg-동일성분 메치론,0,0,0,0,0,0
CODR,CODE,코다론정,200,0,0,0,0,200
SCODNLSR2,CODE,코데날시럽,0,0,0,0,0,0
CDNSU,CODE,코데날액1000ml,3405,0,0,0,0,3405
CDNSU5,CODE,코데날액500ml,8000,0,0,0,0,8000
,NOCODE,코디오살탄정160/12.5mg,0,0,0,0,0,0
CFXXRER,CODE,코팩사엑스알서방캡슐37.5mg,270,0,0,0,0,270
CHNS,CODE,코포나시럽20mL,1250,0,0,0,0,1250
COUCHSY2,CODE,코푸시럽,0,0,0,0,0,0
COUGH,CODE,코푸정,2749,0,0,0,0,2749
,NOCODE,코푸진시럽 /코푸시럽으로변경,0,0,0,0,0,0
,NOCODE,코푸투스정,0,0,0,0,0,0
SCLN,CODE,콜리날연질캡슐,0,0,0,0,0,0
,NOCODE,콜리날정,0,0,0,0,0,0
CLAT10,CODE,콜리아틴시럽10mL,1258,0,0,0,0,1258
,NOCODE,콜린맥스연질캡슐400mg,0,0,0,0,0,0
CHLCRT,CODE,콜린세레이트정,1376,0,0,0,0,1376
CCH,CODE,콜킨정,182,0,0,0,0,182
SCOBLOC1,CODE,콩브럭정1.25mg,633.5,0,0,0,0,633.5
CONCR,CODE,콩코르정2.5mg,66.5,0,0,0,0,66.5
CONCOR5,CODE,콩코르정5mg,168,0,0,0,0,168
SQTAP100,CODE,쿠티아핀정100mg,0,0,0,0,0,0
QRAZC,CODE,큐라졸캅셀,300,0,0,0,0,300
QROKEL125,CODE,큐로켈정12.5mg,1152,0,0,0,0,1152
SQRKL25,CODE,큐로켈정25mg,0,0,0,0,0,0
Q-PAM100,CODE,큐팜액100mL,5385,0,0,0,0,5385
,NOCODE,큐팜액250ml,0,0,0,0,0,0
CLAMOXIN,CODE,크라목신듀오건조시럽50,0,0,0,0,0,0
,NOCODE,크라틴정10mg,0,0,0,0,0,0
,NOCODE,크라틴정20mg,0,0,0,0,0,0
,NOCODE,크라틴정5mg,0,0,0,0,0,0
CREON10000,CODE,크레온캡슐10000,455,0,0,0,0,455
CRO25,CODE,크레온캡슐25000/300mg,0,0,0,0,0,0
CLMC250,CODE,클래마신정250mg,173,0,0,0,0,173
,NOCODE,클로신정250mg,0,0,0,0,0,0
,NOCODE,클로자릴정25mg,0,0,0,0,0,0
,NOCODE,타겐에프연질캅셀,0,0,0,0,0,0
TNM80,CODE,타나민정80mg,0,0,0,0,0,0
TMRN,CODE,타미린서방정8mg,748,0,0,0,0,748
TMVR75,CODE,타미비어캡슐75mg,100,0,0,0,0,100
STCNE,CODE,타세놀8시간이알서방정,2333,0,0,0,0,2333
TSNVT,CODE,타스나비타정,454,0,0,0,0,454
TASNA5,CODE,타스나정500mg,1866,0,0,0,0,1866
,NOCODE,타진서방정10/5mg,0,0,0,0,0,0
,NOCODE,타진서방정20/10mg,0,0,0,0,0,0
STGPR,CODE,타진서방정5/2.5mg,34,0,0,0,0,34
,NOCODE,탐스렌서방캡슐0.2mg,0,0,0,0,0,0
,NOCODE,탐스론서방정0.2mg,0,0,0,0,0,0
TGCAL,CODE,태극탄산칼슘정,0,0,0,0,0,0
TMBCOR5,CODE,탬보코정,209,0,0,0,0,209
,NOCODE,테넬리아엠서방정10/500mg,0,0,0,0,0,0
STNLIA2,CODE,테넬리아정20mg,300,0,0,0,0,300
TNFV,CODE,테노포버정,60,0,0,0,0,60
,NOCODE,테라루신정2mg,0,0,0,0,0,0
TRST2,CODE,테레신정2mg,343,0,0,0,0,343
,NOCODE,텔미로탄정40mg/텔미정40 대체,0,0,0,0,0,0
TMR40,CODE,텔미린정40mg,628,0,0,0,0,628
TMR80,CODE,텔미린정80mg,311,0,0,0,0,311
,NOCODE,텔미정40mg,0,0,0,0,0,0
,NOCODE,텔미정80mg,0,0,0,0,0,0
,NOCODE,텔미칸플러스정40/12.5mg,0,0,0,0,0,0
TMCR40,CODE,텔미큐어정40mg,0,0,0,0,0,0
TMCR80,CODE,텔미큐어정80mg,0,0,0,0,0,0
TMCRP40,CODE,텔미큐어플러스정40/12.5mg,0,0,0,0,0,0
TRS5,CODE,토르신정5mg,476.5,0,0,0,0,476.5
,NOCODE,토비애즈서방정4mg,0,0,0,0,0,0
,NOCODE,토이드정50mg,0,0,0,0,0,0
TOPMAT1,CODE,토파메이트정100mg,1963.5,0,0,0,0,1963.5
STOPAMIN10,CODE,토파민정100mg,0,0,0,0,0,0
TPT100,CODE,토피탑정100mg,0,0,0,0,0,0
,NOCODE,튜비스정,0,0,0,0,0,0
TRL5,CODE,트라린정50mg,101.5,0,0,0,0,101.5
TRMPSMI,CODE,트라마펜세미정,805,0,0,0,0,805
TRMP,CODE,트라마펜정,1609,0,0,0,0,1609
,NOCODE,트라우밀정,0,0,0,0,0,0
TRJTDO,CODE,트라젠타듀오2.5/500mg,0,0,0,0,0,0
TRAJETDU85,CODE,트라젠타듀오2.5/850mg,0,0,0,0,0,0
TRJTT,CODE,트라젠타정5mg,0,0,0,0,0,0
TRST,CODE,트레스탄캡슐,412,0,0,0,0,412
,NOCODE,트렌탈서방정400,0,0,0,0,0,0
TUC80/5,CODE,트루셋정80/5/12.5mg,0,0,0,0,0,0
TRTR4,CODE,트루테라정4mg,132,0,0,0,0,132
TRPST4,CODE,트루패스정4mg,0,0,0,0,0,0
,NOCODE,트리렙탈필름코팅정600mg,0,0,0,0,0,0
TRLTSS,CODE,트리렙탈현탁액6%100mL,892,0,0,0,0,892
TRTC2,CODE,트리테이스정2.5mg,160,0,0,0,0,160
TRITACE5,CODE,트리테이스정5mg,300,0,0,0,0,300
,NOCODE,트리티코25mg,0,0,0,0,0,0
,NOCODE,트리티코50mg,0,0,0,0,0,0
TRIHX,CODE,트리헥신정,0,0,0,0,0,0
TRPR,CODE,티로프람정,0,0,0,0,0,0
TRPT,CODE,티로핀정,2126,0,0,0,0,2126
TZRD1,CODE,티자리드정1mg,0,0,0,0,0,0
,NOCODE,파로세닌정20mg,0,0,0,0,0,0
PCCCM,CODE,파마탄산칼슘정,299,0,0,0,0,299
FMT20,CODE,파모텍스정20mg,0,0,0,0,0,0
PAMO,CODE,파모텐정20mg,1969,0,0,0,0,1969
,NOCODE,파이콤파2mg,0,0,0,0,0,0
,NOCODE,파이콤파4mg,0,0,0,0,0,0
SPKN0.25,CODE,파키놀정0.25mg,230,0,0,0,0,230
SPAKINOL1,CODE,파키놀정1mg,0,0,0,0,0,0
,NOCODE,팍스로비드,0,0,0,0,0,0
SPXLCR12,CODE,팍실CR정12.5mg,25,0,0,0,0,25
,NOCODE,판토라인정20mg,0,0,0,0,0,0
PTK20,CODE,판토케이정20mg,154,0,0,0,0,154
PLD2,CODE,팔로델정,26,0,0,0,0,26
PSR250,CODE,팜시론정,85,0,0,0,0,85
,NOCODE,팜크린정250mg,0,0,0,0,0,0
,NOCODE,팜톡연질캡슐10mg,0,0,0,0,0,0
,NOCODE,퍼킨씨알정정50-200mg,0,0,0,0,0,0
PKNT,CODE,퍼킨정25-100mg,1184,0,0,0,0,1184
PKNT22,CODE,퍼킨정25-250mg,713,0,0,0,0,713
FNR,CODE,페노렌캡슐200mg,0,0,0,0,0,0
PND,CODE,페니드정10mg,167.5,0,0,0,0,167.5
PNRM,CODE,페니라민정2mg,3092,0,0,0,0,3092
,NOCODE,페리돌정1.5mg,0,0,0,0,0,0
FEBURIC40,CODE,페브릭정40mg,122.5,0,0,0,0,122.5
,NOCODE,페브릭정80mg,0,0,0,0,0,0
PYR500,CODE,페이론캡슐500mg,0,0,0,0,0,0
PILS,CODE,페인리스서방정,500,0,0,0,0,500
PILSSM,CODE,페인리스세미서방정,392,0,0,0,0,392
FXNDT,CODE,펙소나딘정180mg,1524,0,0,0,0,1524
FLT10,CODE,펠로정10mg,933,0,0,0,0,933
FL5,CODE,펠로정5mg,1144,0,0,0,0,1144
PTZ20,CODE,펩타졸정20mg,0,0,0,0,0,0
PLBTS,CODE,포리부틴서방정,491,0,0,0,0,491
PLBT10,CODE,포리부틴정100mg,1909,0,0,0,0,1909
,NOCODE,포시가정10mg/답플로정으로변경,0,0,0,0,0,0
,NOCODE,폭세틴캅셀10mg,0,0,0,0,0,0
FLX4,CODE,폴락스산4g,81,0,0,0,0,81
PLC,CODE,폴리콜정,1678,0,0,0,0,1678
FRC,CODE,푸라칸정150mg,0,0,0,0,0,0
FRN150,CODE,푸로날정150mg,142,0,0,0,0,142
FUMT,CODE,푸마티펜정,292,0,0,0,0,292
